x,y,species logistic values
734.0,734.0,0.08605508
735.0,735.0,0.024134822
736.0,736.0,0.0017092911
737.0,737.0,5.918132E-4
738.0,738.0,0.14584193
739.0,739.0,5.004277E-4
740.0,740.0,0.0029481102
741.0,741.0,8.965399E-5
742.0,742.0,0.01877714
743.0,743.0,0.0015457441
744.0,744.0,0.021226007
745.0,745.0,0.048370667
746.0,746.0,1.8656101E-4
747.0,747.0,0.02694853
748.0,748.0,0.13181788
749.0,749.0,1.658933E-4
750.0,750.0,0.37285444
751.0,751.0,0.0016394493
752.0,752.0,4.1064757E-4
753.0,753.0,0.0022391537
754.0,754.0,0.049264148
755.0,755.0,0.0028137683
756.0,756.0,0.0033243338
757.0,757.0,1.7306002E-4
758.0,758.0,0.0023892175
759.0,759.0,0.034311023
760.0,760.0,1.9329859E-4
761.0,761.0,0.3084346
762.0,762.0,0.0031932406
763.0,763.0,0.04554424
764.0,764.0,0.0032723506
765.0,765.0,3.7416987E-5
766.0,766.0,0.08464328
767.0,767.0,0.015535916
768.0,768.0,0.058076527
769.0,769.0,0.001024448
770.0,770.0,0.018399196
771.0,771.0,0.023464378
772.0,772.0,0.025770543
773.0,773.0,0.0011152411
774.0,774.0,0.008857074
775.0,775.0,0.02553811
776.0,776.0,0.02581853
777.0,777.0,0.1444286
778.0,778.0,0.010066864
779.0,779.0,0.0017770514
780.0,780.0,0.0035030649
781.0,781.0,0.009973574
782.0,782.0,0.0015455986
783.0,783.0,0.027738925
784.0,784.0,0.026839765
785.0,785.0,0.0041395337
786.0,786.0,9.135276E-5
787.0,787.0,0.2541274
788.0,788.0,0.22788143
789.0,789.0,0.06100981
790.0,790.0,0.0034648492
791.0,791.0,8.958015E-5
792.0,792.0,0.47233728
793.0,793.0,0.022881383
794.0,794.0,0.0013145101
795.0,795.0,8.1882474E-4
796.0,796.0,1.659633E-4
797.0,797.0,2.5958816E-5
798.0,798.0,0.48653942
799.0,799.0,1.7021154E-4
800.0,800.0,0.3135512
801.0,801.0,0.0013241486
802.0,802.0,0.03891623
803.0,803.0,0.019827697
804.0,804.0,0.20623976
805.0,805.0,1.8556006E-4
806.0,806.0,0.0028030805
807.0,807.0,0.013278278
808.0,808.0,0.007585955
809.0,809.0,0.003229192
810.0,810.0,0.51895475
811.0,811.0,0.5154737
812.0,812.0,0.003104413
813.0,813.0,0.29269752
814.0,814.0,0.030384606
815.0,815.0,0.020527387
816.0,816.0,0.0021758638
817.0,817.0,0.0012327764
818.0,818.0,0.55863166
819.0,819.0,0.06160454
820.0,820.0,0.002511232
821.0,821.0,0.19524662
822.0,822.0,0.07986134
823.0,823.0,0.00763682
824.0,824.0,0.40229636
825.0,825.0,0.0019097752
826.0,826.0,1.6867556E-4
827.0,827.0,0.011126937
828.0,828.0,0.015159767
829.0,829.0,0.0015909215
830.0,830.0,0.19027762
831.0,831.0,0.12499558
832.0,832.0,0.03258879
833.0,833.0,0.42274663
834.0,834.0,0.027983388
835.0,835.0,0.064468764
836.0,836.0,0.00578479
837.0,837.0,0.33698052
838.0,838.0,0.0016277111
839.0,839.0,0.019540826
840.0,840.0,7.46415E-4
841.0,841.0,0.0017786808
842.0,842.0,0.050139204
843.0,843.0,3.9678736E-5
844.0,844.0,0.001873858
845.0,845.0,0.024853807
846.0,846.0,0.0128681315
847.0,847.0,0.045113917
848.0,848.0,0.004381722
849.0,849.0,0.005175993
850.0,850.0,0.0040321755
851.0,851.0,0.02650146
852.0,852.0,0.02159793
853.0,853.0,9.882012E-4
854.0,854.0,0.044053026
855.0,855.0,0.028923558
856.0,856.0,0.023469007
857.0,857.0,0.0015002082
858.0,858.0,0.0037577762
859.0,859.0,0.0012581609
860.0,860.0,0.34689116
861.0,861.0,0.019291224
862.0,862.0,0.016780334
863.0,863.0,0.0012126934
864.0,864.0,0.05221196
865.0,865.0,0.0032867023
866.0,866.0,0.05299811
867.0,867.0,0.003504829
868.0,868.0,0.011666246
869.0,869.0,0.028224092
870.0,870.0,0.013308616
871.0,871.0,0.022738459
872.0,872.0,0.017994836
873.0,873.0,0.0024881132
874.0,874.0,0.043117017
875.0,875.0,0.06569822
876.0,876.0,0.0028034293
877.0,877.0,0.5132844
878.0,878.0,0.46548596
879.0,879.0,0.0029056151
880.0,880.0,0.49829808
881.0,881.0,0.1385868
882.0,882.0,0.18270048
883.0,883.0,0.012643402
884.0,884.0,0.45446327
885.0,885.0,0.24966897
886.0,886.0,2.190232E-4
887.0,887.0,6.9186656E-4
888.0,888.0,4.8604245E-5
889.0,889.0,1.4808023E-4
890.0,890.0,0.011809009
891.0,891.0,0.07274502
892.0,892.0,0.014066149
893.0,893.0,0.042234436
894.0,894.0,0.0028311142
895.0,895.0,1.631346E-4
896.0,896.0,0.015207823
897.0,897.0,0.4121367
898.0,898.0,0.03191424
899.0,899.0,0.26020125
900.0,900.0,0.13558921
901.0,901.0,0.2912364
902.0,902.0,0.0030803396
903.0,903.0,0.011602162
904.0,904.0,0.094706275
905.0,905.0,2.752165E-4
906.0,906.0,0.1192183
907.0,907.0,6.974519E-5
908.0,908.0,0.0018550119
909.0,909.0,0.012405725
910.0,910.0,0.001247148
911.0,911.0,0.13624823
912.0,912.0,2.2169414E-4
913.0,913.0,0.0035925717
914.0,914.0,0.018461635
915.0,915.0,0.23119786
916.0,916.0,4.459267E-5
917.0,917.0,0.0024985631
918.0,918.0,0.4662485
919.0,919.0,7.1029697E-4
920.0,920.0,0.0099939285
921.0,921.0,0.029788094
922.0,922.0,0.0012927376
923.0,923.0,0.019234844
924.0,924.0,0.077827014
925.0,925.0,8.636177E-4
926.0,926.0,0.0028553882
927.0,927.0,0.006808386
928.0,928.0,0.0028381906
929.0,929.0,2.9360224E-4
930.0,930.0,0.0019381108
931.0,931.0,0.037830506
932.0,932.0,0.04213277
933.0,933.0,0.039705098
934.0,934.0,1.8290935E-4
935.0,935.0,0.02048115
936.0,936.0,0.02116103
937.0,937.0,0.0026123666
938.0,938.0,0.008753033
939.0,939.0,0.001722116
940.0,940.0,0.123033315
941.0,941.0,0.003997632
942.0,942.0,0.18646401
943.0,943.0,0.013537132
944.0,944.0,0.01022105
945.0,945.0,0.48703414
946.0,946.0,0.02332496
947.0,947.0,0.0117335105
948.0,948.0,0.461238
949.0,949.0,0.16208324
950.0,950.0,0.020839075
951.0,951.0,0.001551627
952.0,952.0,0.19069785
953.0,953.0,0.02026876
954.0,954.0,0.011423051
955.0,955.0,0.032294374
956.0,956.0,0.0028090004
957.0,957.0,0.4581506
958.0,958.0,3.3952783E-5
959.0,959.0,0.002027439
960.0,960.0,0.28071654
961.0,961.0,0.014651083
962.0,962.0,1.9017796E-4
963.0,963.0,0.025717063
964.0,964.0,1.711925E-4
965.0,965.0,0.0028099588
966.0,966.0,0.025123524
967.0,967.0,0.026690796
968.0,968.0,0.006896889
969.0,969.0,0.0022479685
970.0,970.0,1.6791798E-4
971.0,971.0,6.265941E-4
972.0,972.0,0.0036152469
973.0,973.0,0.039237715
974.0,974.0,0.0012578953
975.0,975.0,0.022460625
976.0,976.0,0.016311374
977.0,977.0,0.06471022
978.0,978.0,0.014827085
979.0,979.0,0.011754069
980.0,980.0,0.011147589
981.0,981.0,0.023804063
982.0,982.0,0.014358095
983.0,983.0,0.0013421648
984.0,984.0,0.007129367
985.0,985.0,0.0119466605
986.0,986.0,0.010866246
987.0,987.0,0.0054986207
988.0,988.0,0.018115653
989.0,989.0,0.025376221
990.0,990.0,0.005176045
991.0,991.0,0.007985781
992.0,992.0,5.159633E-5
993.0,993.0,0.27826938
994.0,994.0,0.012578203
995.0,995.0,1.4384264E-4
996.0,996.0,0.023412608
997.0,997.0,0.019212335
998.0,998.0,6.0568153E-5
999.0,999.0,0.029442485
1000.0,1000.0,1.1343442E-4
1001.0,1001.0,0.0031581793
1002.0,1002.0,0.53276664
1003.0,1003.0,0.034004025
1004.0,1004.0,0.16055012
1005.0,1005.0,0.022324461
1006.0,1006.0,0.002547582
1007.0,1007.0,0.04767396
1008.0,1008.0,0.0123610655
1009.0,1009.0,0.024492161
1010.0,1010.0,0.0013235189
1011.0,1011.0,0.10756701
1012.0,1012.0,0.32605898
1013.0,1013.0,1.0552976E-4
1014.0,1014.0,0.0032825612
1015.0,1015.0,0.3876171
1016.0,1016.0,9.7071705E-4
1017.0,1017.0,8.274984E-5
1018.0,1018.0,0.015151934
1019.0,1019.0,0.0011282645
1020.0,1020.0,0.0617707
1021.0,1021.0,5.0043216E-4
1022.0,1022.0,1.8489837E-4
1023.0,1023.0,0.2794993
1024.0,1024.0,6.0921395E-4
1025.0,1025.0,0.002706103
1026.0,1026.0,0.034963097
1027.0,1027.0,0.026826331
1028.0,1028.0,0.3452823
1029.0,1029.0,0.45571092
1030.0,1030.0,0.003489427
1031.0,1031.0,0.5182336
1032.0,1032.0,0.03031175
1033.0,1033.0,0.010116625
1034.0,1034.0,0.23200727
1035.0,1035.0,0.002842412
1036.0,1036.0,0.0037928827
1037.0,1037.0,0.023881678
1038.0,1038.0,0.001623825
1039.0,1039.0,0.19181053
1040.0,1040.0,0.00433926
1041.0,1041.0,0.01197945
1042.0,1042.0,0.030322209
1043.0,1043.0,5.451167E-5
1044.0,1044.0,0.014991191
1045.0,1045.0,0.009718288
1046.0,1046.0,0.011218119
1047.0,1047.0,0.0020855921
1048.0,1048.0,0.009640127
1049.0,1049.0,0.05646876
1050.0,1050.0,0.0042621014
1051.0,1051.0,3.745802E-4
1052.0,1052.0,0.37590674
1053.0,1053.0,0.020978482
1054.0,1054.0,0.0361068
1055.0,1055.0,0.060317915
1056.0,1056.0,0.14543332
1057.0,1057.0,0.042183995
1058.0,1058.0,0.008062011
1059.0,1059.0,0.07780236
1060.0,1060.0,3.493053E-4
1061.0,1061.0,1.9274425E-4
1062.0,1062.0,0.013876178
1063.0,1063.0,6.847246E-5
1064.0,1064.0,0.003302994
1065.0,1065.0,6.2695675E-4
1066.0,1066.0,0.013778655
1067.0,1067.0,0.003970493
1068.0,1068.0,0.027001379
1069.0,1069.0,1.3259535E-4
1070.0,1070.0,0.0029358412
1071.0,1071.0,0.016874604
1072.0,1072.0,1.0930565E-4
1073.0,1073.0,0.045815215
1074.0,1074.0,1.8986696E-4
1075.0,1075.0,0.012547503
1076.0,1076.0,0.2387821
1077.0,1077.0,0.499451
1078.0,1078.0,0.0027950015
1079.0,1079.0,1.7992978E-4
1080.0,1080.0,1.856935E-4
1081.0,1081.0,0.02174186
1082.0,1082.0,0.060807686
1083.0,1083.0,0.044616256
1084.0,1084.0,0.021209048
1085.0,1085.0,0.0022474735
1086.0,1086.0,8.873424E-4
1087.0,1087.0,0.0019276342
1088.0,1088.0,0.30311042
1089.0,1089.0,0.36931962
1090.0,1090.0,0.008304419
1091.0,1091.0,6.884824E-4
1092.0,1092.0,0.002288834
1093.0,1093.0,3.580325E-5
1094.0,1094.0,0.0033159796
1095.0,1095.0,3.2725424E-4
1096.0,1096.0,0.013248734
1097.0,1097.0,0.022554874
1098.0,1098.0,0.0030740304
1099.0,1099.0,0.001358506
1100.0,1100.0,0.06490887
1101.0,1101.0,0.0020497707
1102.0,1102.0,0.02898907
1103.0,1103.0,1.0914363E-4
1104.0,1104.0,0.0027917842
1105.0,1105.0,0.003974737
1106.0,1106.0,0.056749053
1107.0,1107.0,0.322325
1108.0,1108.0,0.021131335
1109.0,1109.0,0.017113954
1110.0,1110.0,0.0069708466
1111.0,1111.0,0.046282854
1112.0,1112.0,0.0036143977
1113.0,1113.0,0.0028040635
1114.0,1114.0,0.28492326
1115.0,1115.0,0.02618482
1116.0,1116.0,0.052533753
1117.0,1117.0,0.0022313683
1118.0,1118.0,0.0018369232
1119.0,1119.0,0.021419968
1120.0,1120.0,0.01678787
1121.0,1121.0,0.49218863
1122.0,1122.0,0.027215496
1123.0,1123.0,0.0019128466
1124.0,1124.0,0.3008726
1125.0,1125.0,0.41875952
1126.0,1126.0,0.028519077
1127.0,1127.0,0.021577034
1128.0,1128.0,7.1573723E-4
1129.0,1129.0,0.08534787
1130.0,1130.0,1.7573312E-4
1131.0,1131.0,0.0011189175
1132.0,1132.0,0.0119444
1133.0,1133.0,0.02143932
1134.0,1134.0,0.04823965
1135.0,1135.0,0.22871509
1136.0,1136.0,0.4659509
1137.0,1137.0,0.0032710184
1138.0,1138.0,0.02713746
1139.0,1139.0,0.17474604
1140.0,1140.0,0.040975038
1141.0,1141.0,0.0070643146
1142.0,1142.0,0.09533176
1143.0,1143.0,0.030699385
1144.0,1144.0,0.019237794
1145.0,1145.0,0.048367787
1146.0,1146.0,1.643143E-4
1147.0,1147.0,0.0021923503
1148.0,1148.0,0.26953596
1149.0,1149.0,0.07634062
1150.0,1150.0,0.11188039
1151.0,1151.0,0.0019907437
1152.0,1152.0,0.004351998
1153.0,1153.0,0.001082258
1154.0,1154.0,0.02851134
1155.0,1155.0,0.04663411
1156.0,1156.0,0.027793601
1157.0,1157.0,0.0022600845
1158.0,1158.0,0.0034305216
1159.0,1159.0,0.0043744342
1160.0,1160.0,0.18366581
1161.0,1161.0,0.48340634
1162.0,1162.0,0.0411141
1163.0,1163.0,0.009275328
1164.0,1164.0,0.25194192
1165.0,1165.0,0.002036787
1166.0,1166.0,0.0041010887
1167.0,1167.0,0.46391863
1168.0,1168.0,0.14932266
1169.0,1169.0,6.4195116E-4
1170.0,1170.0,0.033502784
1171.0,1171.0,0.018087823
1172.0,1172.0,0.011429321
1173.0,1173.0,1.835808E-4
1174.0,1174.0,0.017683862
1175.0,1175.0,0.24869402
1176.0,1176.0,0.01994638
1177.0,1177.0,0.031420335
1178.0,1178.0,0.010555414
1179.0,1179.0,0.0138030425
1180.0,1180.0,0.0011672428
1181.0,1181.0,0.0406713
1182.0,1182.0,0.023266336
1183.0,1183.0,0.005288183
1184.0,1184.0,1.5564197E-4
1185.0,1185.0,6.0420112E-5
1186.0,1186.0,0.017144112
1187.0,1187.0,0.019480601
1188.0,1188.0,0.20515405
1189.0,1189.0,0.0023173494
1190.0,1190.0,0.0035125173
1191.0,1191.0,0.0026549587
1192.0,1192.0,0.018283304
1193.0,1193.0,0.005560295
1194.0,1194.0,0.25953937
1195.0,1195.0,0.007349235
1196.0,1196.0,1.8038618E-4
1197.0,1197.0,1.8968574E-4
1198.0,1198.0,0.009463161
1199.0,1199.0,0.035263337
1200.0,1200.0,0.0028597086
1201.0,1201.0,0.010844142
1202.0,1202.0,0.020727647
1203.0,1203.0,0.0076487274
1204.0,1204.0,0.5785878
1205.0,1205.0,0.51836103
1206.0,1206.0,8.9198817E-4
1207.0,1207.0,0.016485702
1208.0,1208.0,1.8539217E-4
1209.0,1209.0,0.0012417051
1210.0,1210.0,0.0019334217
1211.0,1211.0,0.1496744
1212.0,1212.0,0.001116331
1213.0,1213.0,0.2837009
1214.0,1214.0,0.011906584
1215.0,1215.0,2.516519E-4
1216.0,1216.0,1.7415371E-4
1217.0,1217.0,0.08718746
1218.0,1218.0,0.057506055
1219.0,1219.0,0.023466088
1220.0,1220.0,0.012132861
1221.0,1221.0,0.049250983
1222.0,1222.0,0.0032535105
1223.0,1223.0,0.0039443467
1224.0,1224.0,0.014196196
1225.0,1225.0,0.0058645755
1226.0,1226.0,0.0029732166
1227.0,1227.0,0.017297376
1228.0,1228.0,1.6195762E-4
1229.0,1229.0,0.0039132633
1230.0,1230.0,0.0016894859
1231.0,1231.0,0.31470186
1232.0,1232.0,0.01215051
1233.0,1233.0,5.1058225E-5
1234.0,1234.0,0.15374362
1235.0,1235.0,0.22890924
1236.0,1236.0,0.0060117454
1237.0,1237.0,0.002425198
1238.0,1238.0,1.21874815E-4
1239.0,1239.0,5.2927102E-5
1240.0,1240.0,0.0024885235
1241.0,1241.0,0.014981366
1242.0,1242.0,0.018539198
1243.0,1243.0,0.0018980782
1244.0,1244.0,0.008622489
1245.0,1245.0,2.5722943E-4
1246.0,1246.0,0.2037265
1247.0,1247.0,0.010578483
1248.0,1248.0,0.17737482
1249.0,1249.0,0.21600465
1250.0,1250.0,0.012523511
1251.0,1251.0,1.7402343E-4
1252.0,1252.0,0.007979235
1253.0,1253.0,0.015145609
1254.0,1254.0,0.50445396
1255.0,1255.0,0.015684403
1256.0,1256.0,0.013770745
1257.0,1257.0,0.0024249265
1258.0,1258.0,0.052926987
1259.0,1259.0,0.08456765
1260.0,1260.0,0.0030435533
1261.0,1261.0,0.005889733
1262.0,1262.0,0.3372406
1263.0,1263.0,0.01587407
1264.0,1264.0,0.002886581
1265.0,1265.0,0.011817702
1266.0,1266.0,0.03163265
1267.0,1267.0,0.0013695577
1268.0,1268.0,0.027403459
1269.0,1269.0,0.03690407
1270.0,1270.0,0.40850708
1271.0,1271.0,0.03351209
1272.0,1272.0,0.053393662
1273.0,1273.0,0.002017846
1274.0,1274.0,0.004011291
1275.0,1275.0,0.025847917
1276.0,1276.0,0.07151533
1277.0,1277.0,5.2365457E-4
1278.0,1278.0,0.42729354
1279.0,1279.0,0.012539511
1280.0,1280.0,0.3314359
1281.0,1281.0,0.4318313
1282.0,1282.0,0.004267433
1283.0,1283.0,0.0022424392
1284.0,1284.0,0.0013694557
1285.0,1285.0,0.4548646
1286.0,1286.0,0.037471235
1287.0,1287.0,2.7925457E-4
1288.0,1288.0,0.51683146
1289.0,1289.0,0.10744381
1290.0,1290.0,0.020777352
1291.0,1291.0,0.0069108456
1292.0,1292.0,0.012950045
1293.0,1293.0,0.0027216794
1294.0,1294.0,0.048056617
1295.0,1295.0,0.31658903
1296.0,1296.0,0.002784754
1297.0,1297.0,1.8956166E-4
1298.0,1298.0,0.0146242445
1299.0,1299.0,0.0023420632
1300.0,1300.0,0.025734048
1301.0,1301.0,0.02682159
1302.0,1302.0,0.0022467494
1303.0,1303.0,0.023770435
1304.0,1304.0,0.45450854
1305.0,1305.0,0.021293938
1306.0,1306.0,1.6389404E-4
1307.0,1307.0,0.45109388
1308.0,1308.0,0.0016832363
1309.0,1309.0,0.0180498
1310.0,1310.0,0.025305122
1311.0,1311.0,0.117106155
1312.0,1312.0,0.021249024
1313.0,1313.0,0.03208691
1314.0,1314.0,0.028366726
1315.0,1315.0,5.982022E-4
1316.0,1316.0,0.04252066
1317.0,1317.0,0.4291138
1318.0,1318.0,0.0042848294
1319.0,1319.0,0.0029227168
1320.0,1320.0,0.02437868
1321.0,1321.0,0.02724076
1322.0,1322.0,0.0021381965
1323.0,1323.0,0.35332713
1324.0,1324.0,1.2934065E-4
1325.0,1325.0,7.205645E-4
1326.0,1326.0,0.027760437
1327.0,1327.0,0.022927212
1328.0,1328.0,0.016446136
1329.0,1329.0,6.8779784E-4
1330.0,1330.0,0.0058270665
1331.0,1331.0,0.00396833
1332.0,1332.0,1.3369544E-4
1333.0,1333.0,0.21788889
1334.0,1334.0,0.0143330535
1335.0,1335.0,0.0035820247
1336.0,1336.0,0.02764077
1337.0,1337.0,0.013211371
1338.0,1338.0,0.005376269
1339.0,1339.0,0.49422893
1340.0,1340.0,0.11459078
1341.0,1341.0,0.0031739275
1342.0,1342.0,0.34654877
1343.0,1343.0,0.0029556144
1344.0,1344.0,0.014420552
1345.0,1345.0,0.45236468
1346.0,1346.0,5.3096257E-5
1347.0,1347.0,5.709951E-5
1348.0,1348.0,0.42343557
1349.0,1349.0,0.013458659
1350.0,1350.0,0.019372413
1351.0,1351.0,0.10596233
1352.0,1352.0,0.009513415
1353.0,1353.0,0.1202918
1354.0,1354.0,0.2971004
1355.0,1355.0,0.08379439
1356.0,1356.0,0.003395731
1357.0,1357.0,0.031105485
1358.0,1358.0,0.0054718773
1359.0,1359.0,0.005001891
1360.0,1360.0,0.023530953
1361.0,1361.0,0.0049815425
1362.0,1362.0,0.05055381
1363.0,1363.0,0.0032926395
1364.0,1364.0,0.09195757
1365.0,1365.0,0.5402257
1366.0,1366.0,0.0021502436
1367.0,1367.0,0.0015460284
1368.0,1368.0,0.025816616
1369.0,1369.0,0.011036549
1370.0,1370.0,0.17656066
1371.0,1371.0,0.004005545
1372.0,1372.0,0.015595016
1373.0,1373.0,0.14774379
1374.0,1374.0,0.029960116
1375.0,1375.0,0.0020329286
1376.0,1376.0,0.0030395084
1377.0,1377.0,0.5530043
1378.0,1378.0,0.0029148494
1379.0,1379.0,0.020747116
1380.0,1380.0,0.0012197974
1381.0,1381.0,0.018043568
1382.0,1382.0,0.0015769328
1383.0,1383.0,0.0804028
1384.0,1384.0,0.002318645
1385.0,1385.0,6.6460733E-4
1386.0,1386.0,0.0032513842
1387.0,1387.0,0.04633816
1388.0,1388.0,0.4717407
1389.0,1389.0,2.0844807E-4
1390.0,1390.0,0.0052319076
1391.0,1391.0,0.034259934
1392.0,1392.0,0.10837621
1393.0,1393.0,0.2922357
1394.0,1394.0,0.020471705
1395.0,1395.0,0.0463906
1396.0,1396.0,0.10653548
1397.0,1397.0,0.009511224
1398.0,1398.0,3.155916E-4
1399.0,1399.0,0.020554896
1400.0,1400.0,0.3413869
1401.0,1401.0,0.0030374236
1402.0,1402.0,0.23774378
1403.0,1403.0,1.7974093E-4
1404.0,1404.0,0.0052221706
1405.0,1405.0,6.0333195E-4
1406.0,1406.0,0.032157503
1407.0,1407.0,0.31392226
1408.0,1408.0,0.0034372485
1409.0,1409.0,0.027275104
1410.0,1410.0,0.043312285
1411.0,1411.0,0.0431324
1412.0,1412.0,0.0031904643
1413.0,1413.0,0.27716225
1414.0,1414.0,0.030971546
1415.0,1415.0,0.42108387
1416.0,1416.0,0.030498542
1417.0,1417.0,0.047422618
1418.0,1418.0,3.08265E-5
1419.0,1419.0,0.00793149
1420.0,1420.0,0.011364175
1421.0,1421.0,0.012052554
1422.0,1422.0,0.46499014
1423.0,1423.0,1.4897354E-4
1424.0,1424.0,0.007475389
1425.0,1425.0,0.018921008
1426.0,1426.0,0.03011929
1427.0,1427.0,0.0029877436
