Raw value,Corresponding cumulative value,Corresponding logistic value,Fractional area,Training omission,Test omission
8.07115E-4,47.323304523,0.52604596,0.232449298,0.482849604,0
8.07447E-4,47.565500721,0.526148428,0.231279251,0.485488127,0
8.07974E-4,47.80783059,0.52631111,0.230109204,0.488126649,0
8.08595E-4,48.050329154,0.526502711,0.228939158,0.490765172,0
8.09355E-4,48.29305109,0.526736657,0.227769111,0.493403694,0
8.09619E-4,48.53591235,0.526818011,0.226599064,0.496042216,0
8.10141E-4,48.778929523,0.526978658,0.225429017,0.498680739,0
8.10491E-4,49.022028119,0.527086501,0.22425897,0.501319261,0
8.11797E-4,49.265533856,0.527487595,0.223088924,0.503957784,0
8.12511E-4,49.509253568,0.527706986,0.221918877,0.505716799,0
8.12989E-4,49.753121632,0.527853506,0.22074883,0.508355321,0
8.13759E-4,50.078500829,0.528089266,0.219188768,0.511873351,0
8.14114E-4,50.322721271,0.528197906,0.218018721,0.514511873,0
8.14382E-4,50.567032762,0.528280181,0.216848674,0.517150396,0
8.1445E-4,50.811361287,0.528300943,0.215678627,0.519788918,0
8.15997E-4,51.056078415,0.528773841,0.21450858,0.522427441,0
8.16751E-4,51.301080902,0.529003889,0.213338534,0.525065963,0
8.17071E-4,51.54616993,0.529101458,0.212168487,0.527704485,0
8.17332E-4,51.791333573,0.529180916,0.21099844,0.530343008,0
8.17805E-4,52.036594548,0.529325237,0.209828393,0.53298153,0
8.17935E-4,52.281963586,0.529364756,0.208658346,0.535620053,0
8.18335E-4,52.52740722,0.529486733,0.2074883,0.538258575,0
8.19237E-4,52.773113373,0.52976109,0.206318253,0.540897098,0
8.19739E-4,53.018992152,0.529913721,0.205148206,0.54353562,0
8.21445E-4,53.265235427,0.530431453,0.203978159,0.546174142,0
8.22309E-4,53.511894583,0.530693453,0.202808112,0.548812665,0
8.22679E-4,53.758670414,0.530805427,0.201638066,0.551451187,0
8.23173E-4,54.005558,0.530954969,0.200468019,0.55408971,0
8.23675E-4,54.252604186,0.531106668,0.199297972,0.556728232,0
8.24447E-4,54.582308053,0.531339935,0.19773791,0.560246262,0
8.24854E-4,54.829708656,0.53146279,0.196567863,0.562884785,0
8.25289E-4,55.077233748,0.53159427,0.195397816,0.565523307,0
8.25755E-4,55.324915314,0.531734796,0.194227769,0.568161829,0
8.25987E-4,55.572691863,0.531804676,0.193057722,0.570800352,0
8.2639E-4,55.82057861,0.531926028,0.191887676,0.573438874,0
8.27253E-4,56.068619398,0.532186109,0.190717629,0.576077397,0
8.27392E-4,56.316820546,0.532227768,0.189547582,0.578715919,0
8.28606E-4,56.565300881,0.532592718,0.188377535,0.581354442,0
8.29219E-4,56.814060304,0.532776837,0.187207488,0.583113456,0
8.2931E-4,57.062846155,0.532804239,0.186037441,0.585751979,0
8.29492E-4,57.311671939,0.532858801,0.184867395,0.588390501,0
8.29926E-4,57.560609669,0.532988903,0.183697348,0.591029024,0
8.30522E-4,57.809730945,0.533167637,0.182527301,0.593667546,0
8.31359E-4,58.059062017,0.533418277,0.181357254,0.596306069,0
8.32497E-4,58.308661019,0.533758916,0.180187207,0.598944591,0
8.33306E-4,58.558550431,0.534000584,0.179017161,0.601583113,0
8.3372E-4,58.808591346,0.534124294,0.177847114,0.604221636,0
8.34394E-4,59.05883738,0.534325169,0.176677067,0.606860158,0
8.35036E-4,59.309344505,0.534516521,0.17550702,0.609498681,0
8.35853E-4,59.560031949,0.534759833,0.174336973,0.612137203,0
8.3632E-4,59.810882527,0.53489882,0.173166927,0.614775726,0
8.3721E-4,60.061976808,0.535163376,0.17199688,0.616534741,0
8.38099E-4,60.313270143,0.535427356,0.170826833,0.619173263,0
8.39358E-4,60.564971301,0.535800714,0.169656786,0.621811785,0
8.40504E-4,60.81701871,0.536140218,0.168486739,0.624450308,0
8.41426E-4,61.069283177,0.536412832,0.167316693,0.62708883,0
8.42557E-4,61.321943747,0.536746989,0.166146646,0.629727353,0
8.43275E-4,61.574857592,0.536958754,0.164976599,0.632365875,0
8.43798E-4,61.827947414,0.537112676,0.163806552,0.635004398,0
8.4428E-4,62.081200292,0.537254745,0.162636505,0.63764292,0
8.44875E-4,62.250116285,0.537429972,0.161856474,0.639401935,0
8.44998E-4,62.503600899,0.537466203,0.160686427,0.642040457,0
8.46506E-4,62.757416323,0.537909443,0.159516381,0.64467898,0
8.47379E-4,63.011482187,0.538165446,0.158346334,0.647317502,0
8.47675E-4,63.265758703,0.538252213,0.157176287,0.649956025,0
8.48422E-4,63.520270664,0.538471106,0.15600624,0.652594547,0
8.48901E-4,63.77489407,0.538611433,0.154836193,0.655233069,0
8.49527E-4,64.029718896,0.538794576,0.153666147,0.657871592,0
8.50171E-4,64.284654066,0.538982958,0.1524961,0.660510114,0
8.50636E-4,64.53979296,0.539118968,0.151326053,0.663148637,0
8.52015E-4,64.795258295,0.539521209,0.150156006,0.665787159,0
8.53443E-4,65.051222699,0.539937337,0.148985959,0.668425682,0
8.54096E-4,65.30735917,0.540127186,0.147815913,0.671064204,0
8.54666E-4,65.563714894,0.540293154,0.146645866,0.672823219,0
8.55211E-4,65.820203505,0.540451293,0.145475819,0.675461741,0
8.55912E-4,66.076922043,0.540654758,0.144305772,0.678100264,0
8.56806E-4,66.333889942,0.540913966,0.143135725,0.680738786,0
8.56875E-4,66.505260814,0.540934053,0.142355694,0.682497801,0
8.57382E-4,66.762431296,0.541080855,0.141185647,0.685136324,0
8.58099E-4,67.019789602,0.541288414,0.140015601,0.687774846,0
8.58471E-4,67.277263936,0.541396125,0.138845554,0.690413369,0
8.59119E-4,67.534905524,0.541583403,0.137675507,0.693051891,0
8.59893E-4,67.792763494,0.541807183,0.13650546,0.695690413,0
8.60396E-4,68.050786883,0.541952271,0.135335413,0.698328936,0
8.61165E-4,68.309030234,0.542174046,0.134165367,0.700967458,0
8.61973E-4,68.567563007,0.542406771,0.13299532,0.703605981,0
8.63114E-4,68.826403894,0.542734959,0.131825273,0.706244503,0
8.63475E-4,69.085419782,0.542838942,0.130655226,0.708883026,0
8.6415E-4,69.25819648,0.543032688,0.129875195,0.71064204,0
8.65372E-4,69.517691075,0.54338351,0.128705148,0.713280563,0
8.66284E-4,69.777476179,0.543644697,0.127535101,0.715919085,0
8.66555E-4,70.037414793,0.543722259,0.126365055,0.718557608,0
8.67431E-4,70.297533029,0.5439729,0.125195008,0.72119613,0
8.68531E-4,70.558071679,0.544287225,0.124024961,0.723834653,0
8.68985E-4,70.818719122,0.544416964,0.122854914,0.726473175,0
8.69549E-4,71.07952596,0.544577964,0.121684867,0.729111697,0
8.69719E-4,71.253469245,0.544626505,0.120904836,0.730870712,0
8.70168E-4,71.514490934,0.544754375,0.119734789,0.733509235,0
8.70439E-4,71.775588543,0.544831708,0.118564743,0.736147757,0
8.70557E-4,72.036749336,0.544865299,0.117394696,0.73878628,0
8.72064E-4,72.298226088,0.545294166,0.116224649,0.741424802,0
8.73268E-4,72.560038676,0.545636059,0.115054602,0.744063325,0
8.73578E-4,72.822087075,0.545724172,0.113884555,0.746701847,0
8.7426E-4,73.084323492,0.545917583,0.112714509,0.749340369,0
8.75846E-4,73.259462817,0.546366976,0.111934477,0.751099384,0
8.76037E-4,73.522251518,0.546420984,0.110764431,0.753737907,0
8.7699E-4,73.785246924,0.546690466,0.109594384,0.756376429,0
8.77523E-4,74.048472541,0.546840996,0.108424337,0.759014952,0
8.78044E-4,74.311833471,0.546987898,0.10725429,0.761653474,0
8.79545E-4,74.575484675,0.547411285,0.106084243,0.764291996,0
8.79952E-4,74.751458053,0.547525789,0.105304212,0.766051011,0
8.80157E-4,75.015491483,0.547583487,0.104134165,0.768689534,0
8.81298E-4,75.279826816,0.547904532,0.102964119,0.771328056,0
8.81958E-4,75.544338553,0.548089807,0.101794072,0.773966579,0
8.83235E-4,75.809174392,0.548448357,0.100624025,0.776605101,0
8.84153E-4,76.07429535,0.548705487,0.099453978,0.779243624,0
8.84547E-4,76.251181849,0.548815726,0.098673947,0.781002639,0
8.85982E-4,76.516853494,0.549217104,0.0975039,0.783641161,0
8.86902E-4,76.782828978,0.549474031,0.096333853,0.786279683,0
8.88678E-4,77.049192411,0.549969264,0.095163807,0.788918206,0
8.90597E-4,77.316194665,0.550503212,0.09399376,0.791556728,0
8.91549E-4,77.583569277,0.550767391,0.092823713,0.794195251,0
8.91571E-4,77.761883297,0.550773517,0.092043682,0.795954266,0
8.93198E-4,78.029621921,0.551224548,0.090873635,0.798592788,0
8.9418E-4,78.297734669,0.551496366,0.089703588,0.80123131,0
8.95992E-4,78.566189479,0.551997068,0.088533541,0.803869833,0
8.98719E-4,78.835670012,0.552748381,0.087363495,0.806508355,0
8.99273E-4,79.015494107,0.552900811,0.086583463,0.80826737,0
8.99684E-4,79.285390969,0.553013689,0.085413417,0.810026385,0
9.00511E-4,79.555465993,0.553240749,0.08424337,0.812664908,0
9.02815E-4,79.826142622,0.553872246,0.083073323,0.81530343,0
9.03508E-4,80.006825654,0.554061983,0.082293292,0.817062445,0
9.04724E-4,80.278048278,0.554394279,0.081123245,0.819700967,0
9.05838E-4,80.54972183,0.554698197,0.079953198,0.82233949,0
9.0786E-4,80.821772726,0.555248839,0.078783151,0.824978012,0
9.08147E-4,81.003385991,0.555327032,0.07800312,0.826737027,0
9.0897E-4,81.276043088,0.55555076,0.076833073,0.82937555,0
9.11741E-4,81.549364033,0.556302044,0.075663027,0.832014072,0
9.13143E-4,81.823190696,0.556681446,0.07449298,0.834652595,0
9.13773E-4,82.005927354,0.556851411,0.073712949,0.836411609,0
9.15169E-4,82.280320275,0.55722808,0.072542902,0.839050132,0
9.16192E-4,82.555052496,0.557503809,0.071372855,0.841688654,0
9.16793E-4,82.830011254,0.557665597,0.070202808,0.844327177,0
9.17988E-4,83.013508265,0.557987002,0.069422777,0.846086192,0
9.18565E-4,83.289041925,0.558141975,0.06825273,0.848724714,0
9.20065E-4,83.5648672,0.558544225,0.067082683,0.851363237,0
9.22253E-4,83.841259396,0.559129868,0.065912637,0.853122252,0
9.23085E-4,84.025800172,0.559352085,0.065132605,0.854881266,0
9.23886E-4,84.302883651,0.559565941,0.063962559,0.857519789,0
9.25331E-4,84.580263547,0.559950986,0.062792512,0.860158311,0
9.25624E-4,84.765368384,0.560029045,0.06201248,0.861917326,0
9.27627E-4,85.043485888,0.560561604,0.060842434,0.864555849,0
9.28303E-4,85.321867415,0.560741047,0.059672387,0.867194371,0
9.28695E-4,85.507579781,0.560845067,0.058892356,0.868953386,0
9.29811E-4,85.786420263,0.56114085,0.057722309,0.871591909,0
9.31297E-4,86.065740217,0.561533974,0.056552262,0.874230431,0
9.31839E-4,86.252058059,0.561677178,0.055772231,0.875989446,0
9.32281E-4,86.531689903,0.561793931,0.054602184,0.878627968,0
9.32501E-4,86.811430849,0.56185206,0.053432137,0.881266491,0
9.33636E-4,87.091377001,0.562151366,0.05226209,0.883905013,0
9.3482E-4,87.278230477,0.562463457,0.051482059,0.885664028,0
9.36219E-4,87.558990135,0.562831448,0.050312012,0.888302551,0
9.37264E-4,87.840080365,0.563105747,0.049141966,0.890941073,0
9.3909E-4,88.027740257,0.56358456,0.048361934,0.892700088,0
9.40972E-4,88.309752107,0.56407691,0.047191888,0.89533861,0
9.42262E-4,88.592260486,0.564413724,0.046021841,0.897977133,0
9.43468E-4,88.780842803,0.56472817,0.04524181,0.899736148,0
9.4471E-4,89.064094946,0.565051648,0.044071763,0.90237467,0
9.45173E-4,89.253119323,0.565172028,0.043291732,0.904133685,0
9.46115E-4,89.536861211,0.565416834,0.042121685,0.906772208,0
9.4643E-4,89.820745191,0.565498477,0.040951638,0.90941073,0
9.4716E-4,90.010152427,0.565688107,0.040171607,0.911169745,0
9.47771E-4,90.294396155,0.565846407,0.03900156,0.913808267,0
9.49622E-4,90.579131696,0.566325646,0.037831513,0.91644679,0
9.52631E-4,90.76957542,0.567102541,0.037051482,0.918205805,0
9.53428E-4,91.055479373,0.567307759,0.035881435,0.920844327,0
9.55057E-4,91.34183436,0.567726867,0.034711388,0.92348285,0
9.56168E-4,91.532984703,0.56801217,0.033931357,0.925241865,0
9.56646E-4,91.819920277,0.568134809,0.03276131,0.927880387,0
9.57019E-4,92.011307439,0.568230304,0.031981279,0.929639402,0
9.57498E-4,92.298515134,0.568353055,0.030811232,0.932277924,0
9.58783E-4,92.586053177,0.56868205,0.029641186,0.934916447,0
9.59825E-4,92.777946247,0.568948431,0.028861154,0.936675462,0
9.62679E-4,93.066384421,0.569676603,0.027691108,0.939313984,0
9.62822E-4,93.258941767,0.569713031,0.026911076,0.941072999,0
9.64543E-4,93.54806156,0.570150561,0.02574103,0.943711522,0
9.65315E-4,93.837607213,0.570346665,0.024570983,0.946350044,0
9.65821E-4,94.03074586,0.570475154,0.023790952,0.948109059,0
9.67706E-4,94.320949323,0.570952954,0.022620905,0.950747581,0
9.68301E-4,94.514566478,0.571103501,0.021840874,0.951627089,0
9.69009E-4,94.80524548,0.571282447,0.020670827,0.954265611,0
9.6975E-4,95.096078936,0.571469634,0.01950078,0.956904134,0
9.70753E-4,95.290159792,0.571722781,0.018720749,0.958663149,0
9.75045E-4,95.582236625,0.572802688,0.017550702,0.961301671,0
9.77993E-4,95.777592871,0.573541341,0.016770671,0.963060686,0
9.79305E-4,96.071261366,0.573869214,0.015600624,0.965699208,0
9.79616E-4,96.267159529,0.573946756,0.014820593,0.967458223,0
9.80825E-4,96.561273518,0.574248376,0.013650546,0.970096746,0
9.81176E-4,96.75750417,0.574335754,0.012870515,0.971855761,0
9.83586E-4,97.052372336,0.574935496,0.011700468,0.974494283,0
9.87458E-4,97.348329298,0.575895399,0.010530421,0.977132806,0
9.91686E-4,97.546359616,0.576938524,0.00975039,0.978891821,0
9.96091E-4,97.84480985,0.578019934,0.008580343,0.981530343,0
9.98413E-4,98.044403149,0.578587745,0.007800312,0.983289358,0
1.01002E-3,98.346369676,0.581402428,0.006630265,0.985048373,0
1.01441E-3,98.54908969,0.582458417,0.005850234,0.986807388,0
1.02138E-3,98.753092657,0.584121972,0.005070203,0.988566403,0
1.02315E-3,99.059841795,0.584543093,0.003900156,0.991204925,0
1.03231E-3,99.265798113,0.58670618,0.003120125,0.99296394,0
1.04493E-3,99.577086861,0.589649757,0.001950078,0.995602463,0
1.04799E-3,99.786546163,0.590356329,0.001170047,0.997361478,0
1.0855E-3,100,0.598834488,0.000390016,0.999120493,0
1.0855E-3,100,0.598834488,0,0.999120493,0
